PID,Year,DOI,Keywords,Numbers
891794,2015,,visual analytics;knowledge visualization;visual literacy;silent reading;reading as design.,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
928730,2015,10.1109/SciVis.2015.7429487,Coronal Mass Ejections;Ensemble;Space Weather;Visual Verification,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
928818,2015,10.1007/978-3-319-15090-1,,"['276', '296', '6850', '276', '872902']"
928711,2015,10.2312/eurovisstar.20151112,state of the art;molecular visualization;molecular structures,"['276', '296', '6850', '276', '872902']"
926337,2015,10.1007/978-3-319-15090-1_13,tensor field visualization,"['276', '296', '6850', '276', '872902']"
817425,2015,,Energiförbrukning;Programvara,"['276', '1750', '276', '297', '301', '276', '872902', '276', '296', '6850']"
897467,2016,10.1002/jmri.25015,4D flow MRI; interventricular interaction; left ventricular disease; right ventricular function,"['276', '323', '13357', '276', '872900', '276', '323', '13357', '276', '872900', '276', '323', '13357', '276', '3801', '276', '872900', '276', '323', '13357', '276', '3801', '276', '872900', '4130', '17410', '872486', '276', '323', '13357', '4200', '7250', '7257', '276', '872900', '276', '323', '13357', '4200', '7250', '7254', '276', '3801', '276', '872900', '276', '323', '13357', '276', '3801', '276', '296', '6850', '276', '872900', '276', '872902', '4130', '17410', '872486', '276', '323', '13357', '4200', '7250', '7254', '276', '3801', '276', '872900']"
925262,2016,10.1002/mrm.25772,pressure loss; phase contrast magnetic resonance imaging; aortic valve disease; aortic coarctation,"['276', '323', '13357', '276', '872900', '276', '323', '13357', '276', '872900', '276', '323', '13357', '276', '872900', '276', '3801', '4130', '17410', '872486', '276', '323', '13357', '276', '3801', '276', '296', '6850', '276', '872900', '276', '872902', '4130', '17410', '872486']"
931644,2016,10.1109/PACIFICVIS.2016.7465249,H.3.4.1 [Information Systems]: Systems and Software - Performance evaluation (efficiency and effectiveness);I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism - Color shading shadowing and texture,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1067519,2016,10.1109/ICIP.2016.7532584,High dynamic range (HDR) video; HDR video coding; perceptual image metrics,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
927510,2016,10.1016/j.compmedimag.2015.12.006,,"['276', '296', '6850', '276', '1751', '276', '3801']"
1052145,2016,10.1145/2993369.2993380,device interaction;augmented reality;video seethrough;user-perspective;device perspective;user study,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1052150,2016,10.1007/978-3-319-40651-0_25,User perspective rendering;Augmented reality;Touch interaction;Video see-through,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
919367,2016,,visualization; feature extraction; flow topology,"['276', '296', '6850', '276', '872902']"
1037458,2016,10.17159/sajs.2016/20150412,external representations; Rasch model; visual literacy,"['276', '296', '6850', '276', '872902']"
1069086,2016,,design reviews;design studies,"['276', '296', '6850', '276', '872902']"
952658,2016,10.1016/j.tra.2016.04.010,Car dependence; Social practices; Time use; Sequence analysis; Pattern mining; Shopping,"['276', '296', '6850', '276', '872902']"
1067524,2016,10.1109/DASC.2016.7777949,human-automation collaboration; air traffic control; digitaliztion; automation; air trafiic management,"['276', '296', '6850', '276', '872902']"
1034909,2016,10.1016/j.apgeog.2016.07.003,Geographic visualization;Climate change;Nordic climate adaptation;Science communication,"['276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750']"
957464,2016,10.2312/vcbm.20161274,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
845274,2016,10.1007/s11548-015-1232-z,Scan range estimation;Body parts detection;Structural voting;Machine learning;Pictorial structures;Image classification,"['276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
945886,2016,10.1007/s11548-016-1454-8,Cranial reconstruction;Reconstructive surgery;Geometric morphometrics;Radial basis functions;thin-plate spline,"['276', '323', '13360', '276', '872900', '276', '3801', '276', '296', '6850']"
1054561,2016,,upper secondary education;technology education;authenticity;module;Sweden;pilot study,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1128562,2016,10.4018/978-1-4666-8619-9.ch024,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1431123,2016,10.1145/2897839.2927455,data-driven BRDFs;material editing,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
875485,2016,10.1021/acs.jctc.5b00975,,"['276', '282', '16855', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '276', '872902', '276', '282', '16855', '276', '872902', '276', '282', '16855', '276', '872902']"
1156051,2016,10.1145/2851581.2892343,Fulldome;Immersive experience;Sketching;Sketching medium,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
971687,2016,10.3384/diss.diva-131023,,"['276', '296', '6850', '276', '872902']"
1070332,2016,10.1145/3002151.3002164,Depth perception;Transparency;Volume rendering,"['276', '296', '6850', '276', '872902']"
876667,2016,10.1109/TVCG.2015.2466992,Survey; evaluation; guidelines; parallel coordinates,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
921910,2016,10.1016/B978-0-08-100412-8.00007-3,High dynamic range imaging;tone mapping;image reproduction,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
953349,2016,10.1364/JOSAA.33.001598,Vision - eye movements ; Vision modeling,"['276', '296', '6850', '276', '872902', '276', '3801']"
954718,2016,10.1103/PhysRevB.94.054111,,"['276', '282', '16855', '276', '872902', '276', '282', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2232', '276', '872902', '276', '282', '2229', '276', '872902']"
1040318,2016,,,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902']"
908352,2016,10.1109/JSTSP.2015.2482949,Imaging; focusing geometry; information geometry probability; probability distributions; microscopy; image edge detection; generalized Pareto distribution; sharpness function,"['276', '296', '6850', '276', '872902']"
1410883,2016,10.1093/ve/vew010,HIV-1; subtype; transmission; molecular epidemiology; phylogeny,"['276', '296', '6850', '276', '872902']"
1064571,2016,10.1007/978-3-319-27893-3_8,Privacy;Self-disclosure;Communication privacy management;Adolescents;Children;Emerging adults;Marketing,"['276', '296', '6850', '276', '872902']"
952714,2016,10.4103/2153-3539.186917,Digital pathology;structured reporting;usability;workflow,"['276', '296', '6850', '276', '872902']"
917705,2016,10.1016/j.infrared.2015.12.009,Infrared cameras; Science education; Student inquiry; Open-ended laboratory exercises; Predict-observe-explain,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902']"
971043,2016,,4D MRI blood flow;Visualization;Line predicates;Line illumination;Spatial context visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1033444,2016,10.2200/S00731ED1V01Y201608VIS008,particles;visualization;GPU;molecules;rendering;visual analysis;object/image space methods;glyph rendering;atomistic visualization,"['276', '296', '6850', '276', '872902']"
1075522,2016,,Sonification,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
953070,2016,10.1007/978-3-319-31833-2_7,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1074389,2016,10.1145/2950040,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '323', '13360', '276', '872900', '4130', '17409', '872504', '276', '3801', '276', '296', '6850', '276', '872902']"
1048808,2016,,Nanoteknik;nanovetenskap;naturvetenskapernas didaktik;begreppslärande;gymnasieelever;informellt lärande;science center;interaktiv virtuell miljö,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
876666,2016,10.1109/TVCG.2015.2467294,Transfer function; scalar fields; volume rendering; touch interaction; visualization; user interfaces,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
897222,2016,10.1080/00330124.2015.1033670,climate adaptation; climate change; geographic visualization,"['276', '297', '16250', '276', '1750', '276', '1750', '276', '296', '6850', '276', '872902']"
1635077,2016,,Human-automation interaction; Air Traffic Controller (ATCO) taskload; airspace complexity; dynamic density,"['276', '296', '6850', '276', '872902', '276', '296', '2345', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
933912,2016,10.1109/TIP.2016.2539679,Color vision; color weak; color transformations; Riemannian geometry; Riemann normal coordinates,"['276', '296', '6850', '276', '295', '276', '872902']"
1046362,2016,10.2352/J.ImagingSci.Technol.2016.60.5.050403,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
951682,2016,10.1016/j.nantod.2015.10.006,Nano education;Public understanding;Science education;Nano literacy;Interactive visualization;Virtual reality,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
913783,2016,10.1117/12.2208421,Non-rigid registration;brain shift correction;vessel registration,"['276', '3801', '276', '296', '6850', '276', '872902', '276', '323', '13360', '276', '872900', '276', '3801', '4200', '7283', '7290', '276', '3801', '276', '323', '13360', '276', '872900', '4130', '17409', '872504']"
1136369,2016,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
1067518,2016,10.1109/ICIP.2016.7532813,compressed sensing; image completion; nonlocal; inverse problems; uniqueness conditions,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1077778,2016,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750']"
925836,2016,10.1145/2904376,making;craft;design research;interaction design,"['276', '296', '6850', '276', '872902']"
952598,2016,10.1063/1.4953568,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1038434,2016,10.1007/s11548-016-1357-8,Computed tomography; 4D; Patella luxation; Quantitative; Motion pattern,"['276', '296', '6850', '276', '1751', '276', '3801', '276', '323', '276', '872900', '4130', '17409', '872504', '276', '323', '276', '872900', '4130', '17409', '872504', '276', '3801', '276', '322', '13352', '276', '872900', '4130', '17408', '872466']"
1067520,2016,10.1109/ICIP.2016.7532486,High dynamic range (HDR) video; tone-mapping; retargeting; low luminance display,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
925580,2016,10.1016/j.cossms.2015.07.003,Paramagnetic state; Magnetic materials; First-principles simulations,"['276', '282', '2229', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2232', '276', '872902']"
1060852,2016,10.1007/978-3-319-41827-8_10,,"['276', '323', '13360', '276', '872900', '276', '3801', '276', '296', '6850', '276', '1751', '276', '3801']"
1071346,2016,10.1109/VAST.2016.7883518,User-queries;Sketching;Time Series;Symbolic ap-proximation;Regular Expression;Shape Grammar,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
929616,2016,10.1109/LSP.2016.2542850,Feature extraction; image processing; Siegel descriptors; symplectic geometry; transformation groups,"['276', '296', '6850', '276', '872902']"
1147259,2016,10.1109/ICPR.2016.7900194,,"['276', '296', '6850', '276', '872902']"
1075526,2016,,Sonification;visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1075524,2016,,Sonification,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
954156,2016,10.1111/cgf.12934,"Categories and Subject Descriptors (according to ACM CCS);I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism—Color, shading, shadowing, and texture;I.3.8 [Computer Graphics]: Applications—Volume Rendering;I.4.10 [Computer Graphics]: Image Representation—Volumetric","['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
952716,2016,10.4103/2153-3539.179902,Implementation; pathology informatics; validation,"['276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '322', '13352', '276', '872900', '276', '3801', '276', '323', '13360', '276', '872900', '4130', '17409', '872504', '276', '3801', '276', '322', '17150', '276', '872900']"
891145,2016,10.1117/1.JMI.3.1.015001,brain shift correction;multiview geometry;three-dimensional vessel tracking,"['276', '3801', '276', '323', '13360', '276', '872900', '4200', '7283', '7290', '276', '322', '17150', '276', '872900', '4200', '7283', '7290', '276', '3801', '276', '3801', '276', '296', '6850', '276', '872902', '276', '323', '13360', '276', '872900', '4130', '17409', '872504']"
1055232,2016,10.1145/2993901.2993905,Eye tracking; pattern analysis; scan path; time evolving AoIs; Clustering of Fixations; ActiviTree,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
826144,2016,10.1007/s11165-015-9476-8,Infrared cameras;Primary school;Heat;Temperature;Predict-observe-explain;Instant inquiry,"['276', '308', '276', '1810', '276', '308', '276', '1810', '276', '296', '6850', '276', '872902']"
1010268,2016,10.1145/3071078.3071082,social media;collaborative media;institutional policies;professional practices;mixed methods research,"['276', '296', '6850', '276', '872902']"
907883,2016,,collaborative media;interaction design;ubiquitous computing,"['276', '296', '6850', '276', '872902']"
1133468,2016,,High dynamic range imaging;hdr video;tone mapping;video tonemapping;hdr video comrpession;image-based lighting,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
914842,2016,10.1088/0034-4885/79/4/046901,particle acceleration;plasma instabilities;shocks,"['276', '296', '6850', '276', '872902']"
908635,2016,10.3384/ecp10305,Emotion;music;sound;multimodal visualization design;sonification,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
931476,2016,10.1017/S0263034616000197,Collisionless shocks;Weibel instability,"['276', '296', '6850', '276', '872902']"
1074301,2016,10.1109/CVPRW.2016.120,,"['276', '296', '6850', '276', '872902']"
1052314,2016,10.1109/ISBI.2016.7493473,Prostate cancer;Gleason Score;Deep Learning;Convolutional Neural Networks,"['276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1064900,2016,10.1145/2971485.2971561,Histopathology; pathology; design; automation; image processing; medical imaging,"['276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '3801']"
921904,2016,10.1016/B978-0-08-100412-8.00002-4,High dynamic range imaging;image reconstruction,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1428816,2016,,,"['276', '296', '6850', '276', '872902']"
939848,2016,10.1007/978-3-319-40621-3_29,Spatial Augmented Reality;Thermal Imaging;Real-time Projection Mapping;Science Education,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
928699,2016,10.1007/s41095-016-0034-8,ray tracing;voxelization;sparse volumes;GPGPU;generic rendering,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1133708,2017,10.1111/cgf.13148,Categories and Subject Descriptors (according to ACM CCS);I.3.3 [Computer Graphics]: Picture/Image Generation—Display algorithms,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1163031,2017,10.1007/s11191-017-9938-7,natural selection;evolution;threshold concepts;visualizations;misconceptions;content analysis;videos;key concepts,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1181261,2017,10.4103/jpi.jpi_13_17,Augmented reality; design methods; gross pathology; human–computer interaction; interface design; visualization,"['276', '3801', '4130', '17409', '879942', '276', '3801', '276', '296', '6850', '276', '872902']"
1182245,2017,10.1080/04353684.2017.1408028,Time-geography; visualization; interventions; severe mental illness,"['276', '296', '6850', '276', '872902', '276', '297', '301', '276', '1750']"
1142423,2017,10.1111/cgf.12869,urban search and rescue decision support application,"['276', '296', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1118487,2017,10.2352/ISSN.2470-1173.2017.18.COLOR-058,Color Reproduction; Color Separation; Graininess; Image Quality; Multi-Channel Printing,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '296', '6850']"
1137993,2017,10.1007/s41651-017-0001-7,Flow analysis;Spatial arrangement pattern;Interactive query;Direction-based filtering,"['276', '296', '6850', '276', '872902']"
1104917,2017,10.1109/MCG.2017.51,Computer graphics;Evaluation;Paper contributions;Research trends;Review process;Visualization;Visualization applications,"['276', '296', '6850', '276', '872902']"
1160447,2017,10.1186/s13000-017-0671-y,Steatosis; Histology; Stereology; Stereological point counting; Automated image analysis; Agreement,"['276', '323', '13357', '276', '872900', '4130', '17410', '872491', '276', '323', '13357', '276', '872900', '4130', '17410', '872491', '276', '323', '13360', '276', '872900', '4130', '17408', '872468', '276', '3801', '276', '323', '13357', '276', '872900', '4130', '17410', '872491', '276', '322', '17150', '276', '872900', '276', '296', '6850', '276', '872902', '276', '3801']"
1171669,2017,10.1007/s11191-017-9935-x,,"['276', '296', '6850', '276', '1810']"
1228880,2017,10.1007/978-3-319-59126-1_19,computer vision;optical flow;feature matching;real-time computation,"['276', '296', '6850', '276', '872902', '276', '295', '8255', '276', '872902', '276', '296', '6850', '276', '872902']"
1115977,2017,10.1002/col.22105,color reproduction; color separation; multi-channel printing; image quality; graininess,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1160511,2017,,Hybrid Rendering;A-Buffer;Volume Rendering,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
957940,2017,10.1109/TVCG.2016.2598430,Volume rendering;photon mapping;global illumination;participating media,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1212671,2017,,creative industries; curricular development; delivery and implementation; benchmarking; blended learning; dissemination; impact at national and international levels,"['276', '296', '6850', '276', '872902']"
1137922,2017,10.1017/S0263034617000519,plasma shock;kinetic theory;PIC simulation,"['276', '296', '6850', '276', '872902']"
1145549,2017,10.15663/ajte.v4i1.48,authentic learning; Swedish upper secondary education; technology education; module; entrepreneurial skills; 21st century skills,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1064574,2017,10.1016/j.tele.2016.09.006,Self-disclosure;Privacy;Online marketing;Cross-cultural;Ecommerce,"['276', '296', '6850', '276', '872902']"
1133581,2017,,Technology education;Upper secondary school;Authentic learning;Innovation,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1133716,2017,10.1111/cgf.13202,,"['276', '296', '6850', '276', '872902', '276', '296', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1192166,2017,10.1109/ICCVW.2017.26,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1138640,2017,10.1063/1.4991702,PIC simulation;fast magnetosonic shock,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1156053,2017,,,"['276', '296', '6850', '276', '872902']"
1144138,2017,10.3384/diss.diva-138657,natural selection;antibiotic resistance;visualizations;content analysis;threshold concepts;scientific literacy;media analysis,"['276', '296', '6850', '276', '872902']"
1136374,2017,,biology;computer supported collaborative learning;peer interaction,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
1137927,2017,10.1063/1.4991694,Laser plasma;PIC simulation;collisionless shock;solitary waves,"['276', '296', '6850', '276', '872902']"
909055,2017,10.3109/09638288.2016.1146355,spina bifida;independence;qualitative content analysis;children;adolescents;adjustment,"['276', '323', '4130', '17404', '17444', '276', '872900', '276', '323', '13361', '276', '872900', '4130', '17403', '17431', '276', '322', '17150', '276', '872900', '4130', '17403', '17431', '4130', '17410', '872487', '276', '296', '6850', '276', '1751']"
1160411,2017,10.1103/PhysRevLett.119.185002,,"['276', '296', '6850', '276', '872902']"
1066652,2017,10.3847/2041-8213/834/2/L21,laser plasma;PIC simulation;macroinstability,"['276', '296', '6850', '276', '872902']"
1128568,2017,,Digital tablets;preschool;technology education;science education;iPads;digital tools;educational technology,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1169758,2017,10.1145/3130800.3130816,HDR reconstruction; inverse tone-mapping; deep learning; convolutional network,"['276', '296', '6850', '276', '872902', '276', '296', '276', '872902', '276', '296', '6850', '276', '872902']"
1108644,2017,10.1063/1.4985321,instabilities;plasma waves;magnetic field,"['276', '296', '6850', '276', '872902']"
1162055,2017,10.2312/gch.20171300,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1078345,2017,10.3384/diva.diss-1078345,,"['276', '296', '6850', '276', '872902']"
1147250,2017,10.1148/radiol.2017170062,,"['276', '3801', '276', '296', '6850']"
1097955,2017,10.1080/09500693.2017.1298870,Anthropomorphism;Language in classroom;Explanation;Qualitative research,"['276', '296', '6850', '276', '872902', '276', '317', '276', '1750']"
1360057,2017,,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850']"
1259338,2017,10.1007/978-3-319-61358-1,,"['276', '286', '877301', '276', '872902', '276', '296', '6850', '276', '872902']"
1146543,2017,10.1109/LSP.2017.2753939,Compressed Sensing (CS);Sparse Recovery;Orthogonal Matching Pursuit (OMP);Mutual Coherence,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1135650,2017,,Parallel coordinates;temporal data;information visualization;evaluation,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1329115,2017,10.21105/joss.00281,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1164269,2017,10.1109/CW.2017.25,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1239429,2017,10.1007/978-3-319-68445-1_86,,"['276', '296', '6850', '276', '872902']"
1431174,2017,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1160497,2017,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1147385,2017,10.1080/1463922X.2016.1154231,Resilience engineering;time;temporal expectancies;temporal organisation;decision-making,"['276', '281', '11107', '276', '1750', '276', '296', '6850', '276', '872902']"
1164999,2017,10.1080/15332861.2017.1402637,privacy;self-disclosure;marketing;online advertising;communication privacy management,"['276', '296', '6850', '276', '872902']"
1068499,2017,10.1017/S0022377816001288,PIC simulation and pair shocks and plasma and instability,"['276', '296', '6850', '276', '872902']"
1131141,2017,,Sonification,"['276', '296', '6850', '276', '872902']"
1140189,2017,10.4103/jpi.jpi_5_17,Digital pathology;implementation;pathology informatics,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '3801', '276', '3801', '276', '883063', '883064', '276', '3801', '276', '883050', '883054']"
1081329,2017,10.1080/02635143.2017.1295368,Attitudes; technology education; technology teachers,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1061134,2017,10.1093/mnras/stw3014,collisionless plasma;instability;particle-in-cell simulation,"['276', '296', '6850', '276', '872902']"
1129889,2017,10.3390/e19060289,Mehler-Fock transform; kernel density estimator; signal processing; harmonic analysis; SU(1;1); positive signals,"['276', '296', '6850', '276', '295', '276', '872902']"
1140183,2017,10.4103/jpi.jpi_3_17,Active learning;machine learning;nuclei detection;training set generation,"['276', '296', '6850', '276', '3801', '276', '872902']"
1077300,2017,10.1109/PACIFICVIS.2017.8031591,Transfer Function;full color data;volume rendering;visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1086966,2017,10.1109/MCG.2016.49,climate change adaptation;computer graphics;interactive visualization;user-centered design,"['276', '296', '6850', '276', '872902', '276', '1750', '276', '875750', '276', '297', '16250', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '875750', '276', '1750']"
1089885,2017,,visualisering; elektriska kretsar,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902']"
1170024,2017,10.1111/cgf.13072,molecular visualization; taxonomy; bioinformatics visualization,"['276', '296', '6850', '276', '872902']"
1107308,2017,10.1108/DPRG-05-2017-0018,online anonymity;data protection;personal data;PII;economic value;identity management,"['276', '296', '6850', '276', '872902']"
1247451,2018,10.14622/JPMTR-1811,Ink trapping;Halftoning;Gray balance;Color difference (DE* ab);Printing quality,"['276', '296', '6850', '276', '872902']"
1199565,2018,10.1007/s00034-017-0602-x,Compressed sensing; Sparse representation; Orthogonal matching pursuit; Sparse recovery,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1221919,2018,10.1109/ACCESS.2018.2847440,Azure cloud;Internet of Things;IoT hub;plant wall system;remote monitoring and control,"['276', '296', '881757', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '2344', '276', '872902', '276', '296', '2344', '276', '872902']"
1247458,2018,10-14622/JPMTR-1808,Offset Printing;ISO 12647-2/13;Dot Gain Compensation;Raster Image Processor;CtP Calibration,"['276', '296', '6850', '276', '872902']"
1199560,2018,10.1039/c8cc00105g,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1267280,2018,10.1063/1.5050599,PIC simulations;pair plasma;relativistic jets,"['276', '296', '6850', '276', '872902']"
1318684,2018,10.1145/3232078.3232082,cognitive work analysis;conceptual designing;work domain analysis;unmanned aircraft traffic management,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '281', '11107', '276', '1750', '276', '281', '11107', '276', '872902']"
1250596,2018,10.1080/0144929X.2018.1505951,Cognitive work analysis; conceptual designing; service design; work domain analysis; unmanned aircraft traffic management,"['276', '296', '6850', '276', '872902', '276', '281', '11107', '276', '1750', '276', '296', '6850', '276', '872902', '276', '281', '11107', '276', '872902', '276', '281', '11107', '276', '872902']"
1257202,2018,10.1007/978-3-319-95420-2_11,life course;longitudinal data;sequence analysis;family and work trajectories;Markov models;hidden Markov models;latent Markov models;population dynamics,"['276', '313', '876500', '276', '1750', '276', '296', '6850', '276', '872902']"
1223952,2018,,Authentic learning;Innovation project;Upper secondary school;Design process,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1276228,2018,10.1016/j.compmedimag.2018.08.010,Nuclei detection; Deep learning; PMap; Histology; Image analysis,"['276', '296', '6850', '276', '872902', '276', '3801']"
1587246,2018,10.1145/3235765.3235828,Interaction design;Interactive art;Open ended play;Social curiosity,"['276', '296', '6850', '276', '872902']"
1149249,2018,10.1093/mnras/stx2387,relativistic pair jet;collisionless instability;PIC simulations,"['276', '296', '6850', '276', '872902']"
1156509,2018,10.1088/1361-6587/aa8c8f,particle-in-cell simulation; thin-shell instability; electrostatic shock; unmagnetized plasma,"['276', '296', '6850', '276', '872902']"
