PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
"1685653","Balgi, Sourabh [souba35] [0000-0002-3329-5533] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Causality);Peña, Jose M. [jospe50] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Causality);Daoud, Adel [adeda07] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Institutet för analytisk sociologi, IAS [876500]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Department of Computer Science and Engineering, Chalmers University of Technology, Gothenburg, Sweden)","Personalized Public Policy Analysis in Social Sciences Using Causal-Graphical Normalizing Flows","Konferensbidrag","Refereegranskat","eng","","","","","36","11","Proceedings of the Thirty-Sixth AAAI Conference on Artificial Intelligence : AAAI Special Track on AI for Social Impact","11810","11818","2022","","","Palo Alto, California USA","AAAI Press","AAAI Conference on Artificial Intelligence","2159-5399","","","","","10.1609/aaai.v36i11.21437","000893639104092","","","urn:nbn:se:liu:diva-187128","","","Normalizing Flows;AI For Social Impact","Datorsystem (20206)","","SWE-REG","<p>Funding: Swedish Research Council through the Swedish Network for Register-Based Research [2019-00245]</p>","<p>Structural Equation/Causal Models (SEMs/SCMs) are widely used in epidemiology and social sciences to identify and analyze the average causal effect (ACE) and conditional ACE (CACE). Traditional causal effect estimation methods such as Inverse Probability Weighting (IPW) and more recently Regression-With-Residuals (RWR) are widely used - as they avoid the challenging task of identifying the SCM parameters - to estimate ACE and CACE. However, much work remains before traditional estimation methods can be used for counterfactual inference, and for the benefit of Personalized Public Policy Analysis (P3A) in the social sciences. While doctors rely on personalized medicine to tailor treatments to patients in laboratory settings (relatively closed systems), P3A draws inspiration from such tailoring but adapts it for open social systems. In this article, we develop a method for counterfactual inference that we name causal-Graphical Normalizing Flow (c-GNF), facilitating P3A. A major advantage of c-GNF is that it suits the open system in which P3A is conducted. First, we show how c-GNF captures the underlying SCM without making any assumption about functional forms. This capturing capability is enabled by the deep neural networks that model the underlying SCM via observational data likelihood maximization using gradient descent. Second, we propose a novel dequantization trick to deal with discrete variables, which is a limitation of normalizing flows in general. Third, we demonstrate in experiments that c-GNF performs on-par with IPW and RWR in terms of bias and variance for estimating the ACE, when the true functional forms are known, and better when they are unknown. Fourth and most importantly, we conduct counterfactual inference with c-GNFs, demonstrating promising empirical performance. Because IPW and RWR, like other traditional methods, lack the capability of counterfactual inference, c-GNFs will likely play a major role in tailoring personalized treatment, facilitating P3A, optimizing social interventions - in contrast to the current `one-size-fits-all' approach of existing methods.</p>","","","","","","","","","","","","","2022-08-03","2022-08-03","2023-10-12","","","3","","deprecated","","publishedPaper","Thirty-Sixth AAAI Conference on Artificial Intelligence, (AAAI2022), Vancouver, Canada, Feb 22-March 1, 2022","","21437","true","","",""
"1689469","Svahn, Caroline [carsv14] [0000-0003-4271-6683] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750])","Prediction Methods for High Dimensional Data with Censored Covariates (Prediktionsmetoder för högdimensionella data med censurerade kovariater)","Doktorsavhandling, sammanläggning","Övrigt vetenskapligt","eng","","","","","","","","","","2022","","26","Linköping","Linköping University Electronic Press","Linköping Studies in Arts and Sciences ; 839;Linköping Studies in Statistics ; 16","0282-9800;1651-1700","0282-9800;1651-1700","9789179293987;9789179293994","","","10.3384/9789179293994","","","","urn:nbn:se:liu:diva-187763","","","statistics;machine learning;censored covariates;statistik;maskininlärning;censurerade kovariater","Sannolikhetsteori och statistik (10106)","","","","<p>While access to data steadily increases, not all data are straight-forward to use for prediction. Censored data are common in several industrial scenarios, and typically arise when there are some limitations to measuring equipment such as for instance concentration measuring equipment in chemistry or signal receivers in signal processing. </p><p>In this thesis, we take several angles to censored covariate data for prediction problem. We explore the impact on both covariates and the response when the censored covariates are imputed. We consider linear approaches as well as non-linear approaches, and we explore how both frequentist models as well as Bayesian models perform with censored covariate data. While the focus is using the imputed covariate data for prediction, we also investigate model parameter inference and uncertainty inferred by the imputations. </p><p>We use real, censored covariate telecommunications data for prediction with some of the most commonly used prediction models and evaluate the performance when single imputations are made. We propose a selective multiple imputation approach which is suitable for high dimensional data that perform well with heavy censoring. We take a Bayesian linear regression approach leveraging information from auxiliary variables using multivariate regression and introduce multivariate draws from conditional distributions to update censored values in the covariates. We fnally offer a bridge between the fexibility of Neural Networks and the probabilistic nature of Bayesian methods by taking a Variational Autoencoder approach and introducing Zero-Infated Truncated Gaussian likelihoods for the covariates to better ft the censored distributions. </p>;<p>I många industriella sammanhang finns stora mängder data att tillgå. Dessa data är dock ofta inkompletta, och strategier behövs för kunna nyttja data på bästa sätt när de används för prediktion. Mycket forskning har fortgått för att hantera saknade data i responsvariabeln, den variabel som ska predikteras, medan mindre forskning inriktats på saknade värden i kovariater, variablerna som används för att prediktera responsvariabeln. Ännu mindre forskning har fokuserat på så kallade censurerade data. Censurerade data är ett specialfall av saknade data där data är partiellt observerat, men som inte kan observeras fullt då exempelvis värden under en specifik tröskel inte går att mäta. Detta är vanligt i exempelvis signaldata, där mottagaren av signalen har en undre gräns för hörbarhet.</p><p>I denna avhandling bidrar vi till forskning för censurerade kovariater i prediktionsmodeller genom att introducera strategier som är snabbare och kan hantera mer komplexa beroenden i data än befintliga metoder. Vi angriper problemet från flertalet vinklar, och detta arbete presenterar metoder för att både kunna prediktera data, återställa de censurerade värdena och parametrar från datagenereringsprocessen med god precision.</p><p>Vi ställer olika traditionella metoder mot varandra och utvärderar hur enkla metoder för att ersätta, så kallat imputera, censurerade värden påverkar osäkerheten i prediktioner och presenterar alternativ till att ta specifika beslut under stor osäkerhet. Vi visar att det kan vara en fördel att vid tung censurering inte imputera alla censurerade värden och på så sätt åstadkomma kortare beräkningstider. Vi presenterar hur man kan använda beroenden mellan kovariater för att åstadkomma mer effektiva beräkningar och mer precisa imputationer. Slutligen visar vi hur man kan ändra antaganden för sannolikhetsfördelningarna för censorerad data för att kunna imputera med bättre precision. Vi gör detta med en metod som är snabb, flexibel för komplexa data och som kan generera skattningar på osäkerhet.</p>","de Luna, Xavier, Professor","Sysoev, Oleg [olesy12], Docent (Linköpings universitet [276], Institutionen för datavetenskap [281], ;;;Statistik och maskininlärning [878151]) (Linköpings universitet [276], ;Filosofiska fakulteten [1750])Villani, Mattias [matvi05], Professor (Linköpings universitet [276], Institutionen för datavetenskap [281], ;;;Statistik och maskininlärning [878151]) (Linköpings universitet [276], ;Filosofiska fakulteten [1750])Gunnarsson, Fredrik [fregu52], PhD (Linköpings universitet [276], Institutionen för systemteknik [295], ;;Reglerteknik [2324]) (Linköpings universitet [276], ;Tekniska fakulteten [872902])","","","","","","","","Ada Lovelace, B-huset, Campus Valla, Linköping","","2022-10-04T13:15","2022-08-23","2022-08-23","2022-09-08","https://liu.diva-portal.org/smash/get/diva2:1689469/FULLTEXT01.pdf","","1","","deprecated","","","","","","true","true","",""
"1638547","Rodriguez Déniz, Héctor [hecro15] [0000-0001-9025-6701] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Villani, Mattias [matvi05] [0000-0003-2786-2519] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Department of Statistics, Stockholm University, Stockholm, Sweden)","Robust Real-Time Delay Predictions in a Network of High-Frequency Urban Buses","Artikel i tidskrift","Refereegranskat","eng","IEEE transactions on intelligent transportation systems (Print)","1524-9050","1558-0016","published","23","9","","16304","16317","2022","","","","Institute of Electrical and Electronics Engineers (IEEE)","","","","","","","10.1109/tits.2022.3149656","000758176500001","","2-s2.0-85124827488","urn:nbn:se:liu:diva-183002","","","Predictive models; Uncertainty; Real-time systems; Spatiotemporal phenomena; Delays; Data models; Probabilistic logic; Intelligent transportation systems; bus arrival time predictions; spatiotemporal networks; probabilistic modeling; robustness","Transportteknik och logistik (20105)","","","<p>Funding: Wallenberg AI, Autonomous Systems and Software Program (WASP) by the Knut and Alice Wallenberg Foundation; Swedish Research CouncilSwedish Research CouncilEuropean Commission [2020-02846]</p>","<p>Providing transport users and operators with accurate forecasts on travel times is challenging due to a highly stochastic traffic environment. Public transport users are particularly sensitive to unexpected waiting times, which negatively affect their perception on the system's reliability. In this paper we develop a robust model for real-time bus travel time prediction that departs from Gaussian assumptions by using Student-t errors. The proposed approach uses spatiotemporal characteristics from the route and previous bus trips to model short-term effects, and date/time variables and Gaussian processes for long-run forecasts. The model allows for flexible modeling of mean, variance and kurtosis spaces. We propose algorithms for Bayesian inference and for computing probabilistic forecast distributions. Experiments are performed using data from high-frequency buses in Stockholm, Sweden. Results show that Student-t models outperform Gaussian ones in terms of log-posterior predictive power to forecast bus delays at specific stops, which reveals the importance of accounting for predictive uncertainty in model selection. Estimated Student-t regressions capture typical temporal variability between within-day hours and different weekdays. Strong spatiotemporal effects are detected for incoming buses from immediately previous stops, which is in line with many recently developed models. We finally show how Bayesian inference naturally allows for predictive uncertainty quantification, e.g. by returning the predictive probability that the delay of an incoming bus exceeds a given threshold.</p>","","","","","","","","","","","","","2022-02-17","2022-02-17","2023-03-06","","Vetenskapsrådet [2020-02846]","2","","deprecated","urn:nbn:se:liu:diva-191153","","","","","true","","",""
"1659811","Olmin, Amanda [amaol67] [0000-0003-4209-874X] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Lindsten, Fredrik [freli29] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902])","Robustness and Reliability When Training With Noisy Labels","Konferensbidrag","Refereegranskat","eng","","","","","151","","Proceedings of the 25th International Conference on Artificial Intelligence and Statistics (AISTATS) 2022","922","942","2022","","","","JMLR","The proceedings of Machine Learning research","2640-3498","","","https://proceedings.mlr.press/v151/olmin22a/olmin22a.pdf","","","000828072700039","","","urn:nbn:se:liu:diva-185232","","","","Data- och informationsvetenskap (102)","","","<p>Funding: Swedish Research Council via the project Handling Uncertainty in Machine Learning Systems [2020-04122]; Swedish Foundation for Strategic Research via the project Probabilistic Modeling and Inference for Machine Learning [ICA16-0015]; Wallenberg AI, Autonomous Systems and Software Program (WASP) - Knut and Alice Wallenberg Foundation; ELLIIT</p>","<p>Labelling of data for supervised learning canbe costly and time-consuming and the riskof incorporating label noise in large data setsis imminent. When training a flexible discriminative model using a strictly proper loss,such noise will inevitably shift the solution towards the conditional distribution over noisylabels. Nevertheless, while deep neural networks have proven capable of fitting randomlabels, regularisation and the use of robustloss functions empirically mitigate the effectsof label noise. However, such observationsconcern robustness in accuracy, which is insufficient if reliable uncertainty quantificationis critical. We demonstrate this by analysingthe properties of the conditional distributionover noisy labels for an input-dependent noisemodel. In addition, we evaluate the set ofrobust loss functions characterised by noiseinsensitive, asymptotic risk minimisers. Wefind that strictly proper and robust loss functions both offer asymptotic robustness in accuracy, but neither guarantee that the finalmodel is calibrated. Moreover, even with robust loss functions, overfitting is an issue inpractice. With these results, we aim to explain observed robustness of common training practices, such as early stopping, to labelnoise. In addition, we aim to encourage thedevelopment of new noise-robust algorithmsthat not only preserve accuracy but that alsoensure reliability. </p>","","","","","","","","","","","","","2022-05-22","2022-05-22","2023-04-03","https://liu.diva-portal.org/smash/get/diva2:1659811/FULLTEXT01.pdf","","2","","deprecated","urn:nbn:se:liu:diva-183965","publishedPaper","International Conference on Artificial Intelligence and Statistics, ELECTR NETWORK, mar 28-30, 2022","","","false","","",""
"1686544","Oskarsson, Joel [joeos82] [0000-0002-8201-0282] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Sidén, Per [persi28] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Arriver Software AB, Sweden);Lindsten, Fredrik [freli29] (Linköpings universitet [276], Tekniska fakulteten [872902]) (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151])","Scalable Deep Gaussian Markov Random Fields for General Graphs","Konferensbidrag","Refereegranskat","eng","","","","","","","Proceedings of the 39th International Conference on Machine Learning","17117","17137","2022","","","","","Proceedings of Machine Learning Research ; 162","2640-3498","","","https://proceedings.mlr.press/v162/oskarsson22a/oskarsson22a.pdf","","","000900064907012","","","urn:nbn:se:liu:diva-187178","","","machine learning;graphs;gmrf;deep gmrf;variational inference;gaussian;markov random field","Sannolikhetsteori och statistik (10106)","","","","<p>Machine learning methods on graphs have proven useful in many applications due to their ability to handle generally structured data. The framework of Gaussian Markov Random Fields (GMRFs) provides a principled way to define Gaussian models on graphs by utilizing their sparsity structure. We propose a flexible GMRF model for general graphs built on the multi-layer structure of Deep GMRFs, originally proposed for lattice graphs only. By designing a new type of layer we enable the model to scale to large graphs. The layer is constructed to allow for efficient training using variational inference and existing software frameworks for Graph Neural Networks. For a Gaussian likelihood, close to exact Bayesian inference is available for the latent field. This allows for making predictions with accompanying uncertainty estimates. The usefulness of the proposed model is verified by experiments on a number of synthetic and real world datasets, where it compares favorably to other both Bayesian and deep learning methods.</p>","","","","","","","","","","","","","2022-08-10","2022-08-10","2023-05-10","https://liu.diva-portal.org/smash/get/diva2:1686544/FULLTEXT02.pdf","Wallenberg AI, Autonomous Systems and Software Program (WASP);ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications;Vetenskapsrådet [2020-04122]","3","","deprecated","","publishedPaper","The 39th International Conference on Machine Learning, ICML, 17-23 July 2022, Baltimore, Maryland, USA","","","false","true","",""
"1650480","Svahn, Caroline [carsv14] [0000-0003-4271-6683] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Sysoev, Oleg [olesy12] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750])","Selective Imputation of Covariates in High Dimensional Censored Data","Artikel i tidskrift","Refereegranskat","eng","Journal of Computational And Graphical Statistics","1061-8600","1537-2715","published","31","4","","1397","1405","2022","","","","Taylor & Francis Inc","","","","","","","10.1080/10618600.2022.2035233","000772776700001","","","urn:nbn:se:liu:diva-184118","","","Censored covariates; Nonparametric model; Random forest; Wireless networks","Sannolikhetsteori och statistik (10106)","","","<p>Funding Agencies|Wallenberg AI, Autonomous Systems and Software Program (WASP) - Knut and Alice Wallenberg Foundation</p>","<p>Efficient modeling of censored data, that is, data which are restricted by some detection limit or truncation, is important for many applications. Ignoring the censoring can be problematic as valuable information may be missing and restoration of these censored values may significantly improve the quality of models. There are many scenarios where one may encounter censored data: survival data, interval-censored data or data with a lower limit of detection. Strategies to handle censored data are plenty, however, little effort has been made to handle censored data of high dimension. In this article, we present a selective multiple imputation approach for predictive modeling when a larger number of covariates are subject to censoring. Our method allows for iterative, subject-wise selection of covariates to impute in order to achieve a fast and accurate predictive model. The algorithm furthermore selects values for imputation which are likely to provide important information if imputed. In contrast to previously proposed methods, our approach is fully nonparametric and therefore, very flexible. We demonstrate that, in comparison to previous work, our model achieves faster execution and often comparable accuracy in a simulated example as well as predicting signal strength in radio network data. for this article are available online.</p>","","","","","","","","","","","","","2022-04-07","2022-04-07","2023-03-06","https://liu.diva-portal.org/smash/get/diva2:1650480/FULLTEXT01.pdf","","2","","deprecated","urn:nbn:se:liu:diva-187763","","","","","false","","",""
"1648272","Pena, Jose M [jospe50] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902])","Simple yet sharp sensitivity analysis for unmeasured confounding","Artikel i tidskrift","Refereegranskat","eng","Journal of Causal Inference","2193-3677","2193-3685","published","10","1","","","","2022","","","","Walter de Gruyter GmbH","","","","","","","10.1515/jci-2021-0041","000768445900001","","","urn:nbn:se:liu:diva-183920","","","sensitivity analysis; confounding; bounds; observational data","Analytisk kemi (10401)","","","<p>Funding Agencies|Swedish Research CouncilSwedish Research CouncilEuropean Commission [2019-00245]</p>","<p>We present a method for assessing the sensitivity of the true causal effect to unmeasured confounding. The method requires the analyst to set two intuitive parameters. Otherwise, the method is assumption free. The method returns an interval that contains the true causal effect and whose bounds are arbitrarily sharp, i.e., practically attainable. We show experimentally that our bounds can be tighter than those obtained by the method of Ding and VanderWeele, which, moreover, requires to set one more parameter than our method. Finally, we extend our method to bound the natural direct and indirect effects when there are measured mediators and unmeasured exposure-outcome confounding.</p>","","","","","","","","","","","","","2022-03-30","2022-03-30","2023-10-05","https://liu.diva-portal.org/smash/get/diva2:1648272/FULLTEXT01.pdf","","1","","deprecated","","","","","","false","","",""
"1736530","Kiang, Hao Chi [haoki85] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Bartoszek, Krzysztof [krzba67] [0000-0002-5816-4345] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Sakowski, Sebastian (Univ Lodz, Poland);Iacus, Stefano Maria (Harvard Univ, MA USA);Vespe, Michele (European Commiss, Italy)","Summarizing Global SARS-CoV-2 Geographical Spread by Phylogenetic Multitype Branching Models","Konferensbidrag","Refereegranskat","eng","","","","","13483","","COMPUTATIONAL INTELLIGENCE METHODS FOR BIOINFORMATICS AND BIOSTATISTICS, CIBB 2021","170","184","2022","","","","SPRINGER INTERNATIONAL PUBLISHING AG","Lecture Notes in Bioinformatics","0302-9743","","9783031208362;9783031208379","","","10.1007/978-3-031-20837-9_14","000895973300014","","","urn:nbn:se:liu:diva-191763","","","COVID-19; Hidden Markov model; Phylogeography; State-dependent diversification","Bioinformatik (beräkningsbiologi) (10203)","","","<p>Funding Agencies|Vetenskapsradets [2017-04951]; ELLIIT Call C grant</p>","<p>Using available phylogeographical data of 3585 SARS–CoV–2 genomes we attempt at providing a global picture of the virus’s dynamics in terms of directly interpretable parameters. To this end we fit a hidden state multistate speciation and extinction model to a pre-estimated phylogenetic tree with information on the place of sampling of each strain. We find that even with such coarse–grained data the dominating transition rates exhibit weak similarities with the most popular, continent–level aggregated, airline passenger flight routes.</p>","","","","","","","","","","","","","2023-02-13","2023-02-13","2023-02-13","","","5","","deprecated","","publishedPaper","17th International Conference on Computational Intelligence Methods for Bioinformatics and Biostatistics (CIBB), ELECTR NETWORK, nov 15-17, 2021","","","false","","",""
"1619279","Malmborg, Jonas (Natl Forens Ctr, SE-58194 Linkoping, Sweden);Nordgaard, Anders [andno60] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Natl Forens Ctr, SE-58194 Linkoping, Sweden)","Validation of a feature-based likelihood ratio method for the SAILR software. Part II: Elemental compositional data for comparison of glass samples","Artikel i tidskrift","Refereegranskat","eng","FORENSIC CHEMISTRY","2468-1709","","published","27","","","","","2022","","","","ELSEVIER","","","","","","","10.1016/j.forc.2021.100385","000725708200003","","","urn:nbn:se:liu:diva-181755","","","Likelihood ratio; Validation; Strength of evidence; SEM-EDX; Glass","Bioinformatik och systembiologi (10610)","","","","<p>SAILR is open-source software designed to calculate forensic likelihood ratios (LR) from probability distributions of reference data. The purpose of this study was to demonstrate validation of a multivariate feature-based LR method for SAILR using compositional data on glass fragments. Validation was performed using designated performance characteristics, e.g., accuracy, discrimination, and calibration. These characteristics were measured using performance metrics such as cost of the log likelihood ratio and equal error rate. The LR method was developed simultaneously to a baseline method having features less discriminating, but being better aligned with the normality assumption for within-source variation. The baseline method served as the floor of acceptable performance. The results showed that the available data supported LR methods using three elemental features or less. Best performance was obtained using calcium, magnesium, and silicon. The within-source variation in elemental features was slightly leptokurtic (heavy-tailed), violating the assumption of normality. The data were therefore normalized using Lambert W transformation and the performance of the LR method using normalized data was compared with that using non-normalized data. Although performance improved with normalization, the difference was small. Limits of LR output were set to 1/512 &amp;lt; LR &amp;lt; 158 using the empirical lower and upper boundaries (ELUB) LR method. This limited range was primarily a consequence of notable within-source variation. By passing the tests of normality and outperforming the baseline method, the method was considered valid for use in SAILR for data relevant to the background data set, using the defined range of LRs.</p>","","","","","","","","","","","","","2021-12-13","2021-12-13","2023-03-06","","","2","","deprecated","","","","","100385","false","","",""
"1788622","Thornberg, Robert [robth79] [0000-0001-9233-3862] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Wänström, Linda [linwa84] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Sjögren, Björn [bjosj32] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Bjereld, Ylva (Univ Gothenburg, Sweden);Edling, Silvia (Univ Gavle, Sweden);Francia, Guadalupe (Univ Gavle, Sweden);Gill, Peter (Univ Gavle, Sweden)","A multilevel study of peer victimization and its associations with teacher support and well-functioning class climate","Artikel i tidskrift","Refereegranskat","eng","Social Psychology of Education","1381-2890","1573-1928","aheadofprint","","","","","","2023","","","","SPRINGER","","","","","","","10.1007/s11218-023-09828-5","001034389500001","","","urn:nbn:se:liu:diva-196627","","","Peer victimization; Bullying; School climate; Well-functioning class climate; Teacher support","Pedagogik (50301)","","","<p>Funding Agencies|Swedish Research Council [2021-05708]</p>","<p>The aim of the current study was to examine whether students perceptions of teacher support at an individual-level, teacher support and well-functioning class climate at classroom-level, and teacher support and well-functioning class climate at school-level were associated with peer victimization. Data were obtained from a Student School Survey administered by the selected Swedish municipality. Multilevel analyses were based on 5,646 students in 277 classes and 27 schools. At the individual-level, girls and students who perceived greater teacher support than their classmates were victimized less often by their peers. In addition, students in schools with classes characterized by greater cooperation, cohesion, working atmosphere and respect toward their teachers tended to score lower on peer victimization. Within schools, students belonging to classes with a more well-functioning class climate than what was average in the school, and students belonging to classes that scored their teacher as more caring, fair and respectful compared to other classes in the school, were less likely to be targets of peer victimization.</p>","","","","","","","","","","","","","2023-08-16","2023-08-16","2023-12-21","https://liu.diva-portal.org/smash/get/diva2:1788622/FULLTEXT01.pdf","","7","","deprecated","","","","","","false","","",""
"1767811","Olmin, Amanda [amaol67] [0000-0003-4209-874X] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Lindqvist, Jakob [0000-0003-2790-8775] (Chalmers University of Technology, Gothenburg, Sweden);Svensson, Lennart [0000-0003-0206-9186] (Chalmers University of Technology, Gothenburg, Sweden);Lindsten, Fredrik [freli29] [0000-0003-3749-5820] (Linköpings universitet [276], Institutionen för systemteknik [295], Reglerteknik [2324]) (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902])","Active Learning with Weak Supervision for Gaussian Processes","Konferensbidrag","Refereegranskat","eng","","","","","","","Neural Information Processing 29th International Conference, ICONIP 2022, Virtual Event, November 22–26, 2022, Proceedings, Part V","195","204","2023","","","Singapore","Springer Nature","Communications in Computer and Information Science ; 1792","1865-0929","1865-0937","978-981-99-1641-2;978-981-99-1642-9","https://doi.org/10.48550/arXiv.2204.08335","","10.1007/978-981-99-1642-9_17","","","","urn:nbn:se:liu:diva-195039","","","Machine learning;Active learning;Weak supervision","Datavetenskap (datalogi) (10201)","","","","<p>Annotating data for supervised learning can be costly. When the annotation budget is limited, active learning can be used to select and annotate those observations that are likely to give the most gain in model performance. We propose an active learning algorithm that, in addition to selecting which observation to annotate, selects the precision of the annotation that is acquired. Assuming that annotations with low precision are cheaper to obtain, this allows the model to explore a larger part of the input space, with the same annotation budget. We build our acquisition function on the previously proposed BALD objective for Gaussian Processes, and empirically demonstrate the gains of being able to adjust the annotation precision in the active learning loop.</p>","","","","","","","","","","","","","2023-06-14","2023-06-14","2023-06-15","","","4","","deprecated","","publishedPaper","29th International Conference on Neural Information Processing, ICONIP 2022, Virtual Event, November 22–26, 2022","","","false","true","",""
"1808568","Saremi, Amin (Umea Univ, Sweden; Volvo Technol, Sweden);Ramkumar, Balaji [n/a] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Ghaffari, Ghazaleh (Umea Univ, Sweden);Gu, Zonghua (Umea Univ, Sweden)","An acoustic echo canceller optimized for hands-free speech telecommunication in large vehicle cabins","Artikel i tidskrift","Refereegranskat","eng","EURASIP Journal on Audio, Speech, and Music Processing","1687-4714","1687-4722","published","2023","1","","","","2023","","","","SPRINGER","","","","","","","10.1186/s13636-023-00305-7","001082528400001","","","urn:nbn:se:liu:diva-198823","","","Speech signal enhancement; Automotive speech processing; Acoustic echo cancelation; Adaptive filters; NLMS; Keyword spotting; Hands-free telephony; Automotive voice assistant","Signalbehandling (20205)","","","<p>Funding Agencies|Umea University; Volvo Group Truck Technology (VGTT ), Goteborg, Sweden</p>","<p>Acoustic echo cancelation (AEC) is a system identification problem that has been addressed by various techniques and most commonly by normalized least mean square (NLMS) adaptive algorithms. However, performing a successful AEC in large commercial vehicles has proved complicated due to the size and challenging variations in the acoustic characteristics of their cabins. Here, we present a wideband fully linear time domain NLMS algorithm for AEC that is enhanced by a statistical double-talk detector (DTD) and a voice activity detector (VAD). The proposed solution was tested in four main Volvo truck models, with various cabin geometries, using standard Swedish hearing-in-noise (HINT) sentences in the presence and absence of engine noise. The results show that the proposed solution achieves a high echo return loss enhancement (ERLE) of at least 25 dB with a fast convergence time, fulfilling ITU G.168 requirements. The presented solution was particularly developed to provide a practical compromise between accuracy and computational cost to allow its real-time implementation on commercial digital signal processors (DSPs). A real-time implementation of the solution was coded in C on an ARM Cortex M-7 DSP. The algorithmic latency was measured at less than 26 ms for processing each 50-ms buffer indicating the computational feasibility of the proposed solution for real-time implementation on common DSPs and embedded systems with limited computational and memory resources. MATLAB source codes and related audio files are made available online for reference and further development.</p>","","","","","","","","","","","","","2023-10-31","2023-10-31","2023-10-31","","","4","","deprecated","","","","","39","false","","",""
